902047978,23
1008584991,25805059
1092355557,1705997020
871134795,1644597645
1157250378,1621650547
1092355760,1598726663
623252383,906849682
74986375,1644597682
1151145341,26003036
5840818,1644601074
1169454355,307160385
1166151424,1639071193
1142258136,1644483560
1092634513,1645226796
1891930961,1567817990
1117952401,1644083304
2005132848,1644605397
1092427498,1630852705
902047962,28
1124878743,1645112972
929739309,1296050301
1162302675,1290584441
904276220,29
1092634488,1630962162
1142292827,12685614
75423811,1638097800
1163733167,1553164921
1092641640,1567817700
1092692730,1630879002
1092355739,36653998
1016914293,978163754
902047974,22
1092348606,1639076324
394261,26347162
11144884,339299065
1171225940,1638098699
21,1692387812
2043818114,1644597648
8,307054642
2093788548,2830930
1092353609,1647071454
906624152,1154432191
1092641660,1644273498
266068324,902180557
1092654157,1644597645
1106408901,1692274025
1092634482,1892378905
902047958,28
1002985113,315251175
1092641440,1892338033
393011,1892355091
1092633864,21
1156975344,1644597375
2145567589,1915086483
1092634698,1638098703
1093023986,1326
1092634495,70460
895388304,1892240974
2137397135,1644597533
623201277,1605317983
1163734144,307054343
1092650652,1692394572
16,307054633
904272775,2063470142
1158562064,1638306890
1899784808,1692894643
1160312750,1661064775
75401126,1579996726
1156994352,182598600
1701065286,1644489915
905559677,948013
20,307054632
902047996,1892227391
1102288255,901480442
694635707,901521717
1093031668,1590739749
1092430013,1401822245
1158562285,1571383182
1101989935,1692273731
1102007157,1962822186
884949828,1692252084
1162280727,1644164066
74071525,313553890
1092557997,1644593292
896689365,1644503125
1891911721,20949380
1160849456,307151371
936318270,1621674057
25,1638371519
1157047125,307567508
1094045040,1645584905
1092352640,356496568
25864330,1644603699
1092634498,1692273738
692989950,1652627109
1092348832,1644619270
1889642219,1644597639
903799124,1298012871
66105719,1391069678
1134671747,31
1092551864,1644597609
1912015121,9
1092634499,315312061
1092345717,1476976936
1115714346,1644185727
1813038541,1690019552
1001796692,1575828023
1151145317,1391663045
1092500771,1571393583
1092650652,1637978156
1092636875,1644084072
10350833,901497616
1094067456,25
1093946884,1644869113
904334714,266875
901887080,1645091318
1092293834,3073390
1877548758,1391611798
902048261,1630874344
902894381,1644596468
376826,307054639
1163751359,1647197675
2095953443,1391046828
75482260,17
1142302788,3
393011,1490922007
394022,1639131782
1809121767,1889224832
2095891726,1644080127
75481051,1391835675
1815917000,1568333319
1403766972,12
1135648496,1155602813
1092634697,1644481674
663728,1599244148
1166020857,1644605396
1092355990,314278981
1092634490,1647094603
902018380,1644597970
903928212,1638114516
75423818,1394063891
75482071,1644597649
1092555214,1644185726
1917898313,25996977
2095891544,1644090534
1135848377,974026
906910486,26004217
902047970,30
624691079,307054635
1092641880,1644597652
1092715646,312580512
695151563,34
1092638070,1571389235
1090598052,35
1092686614,1567703904
901882946,1644606695
1092641660,1899064098
376818,307054642
692945154,1639071185
75482066,1391464430
1890010012,26244569
75482075,1644597648
902047966,31
1092629780,307054644
75504750,1644838187
694655352,1645104867
2099435069,1639068172
1092634486,1644597298
1809135795,39226688
1004158625,1644597653
1142386168,1645102262
878181732,353847442
1092634494,1644597296
877787019,6
2082191640,2060453387
1092559029,1567817992
905559677,1576198801
4382404,1692270719
1001874535,26683386
1092552088,901383792
1093986787,1641183948
1094120493,1643804342
1163737472,35
685067710,20888789
1142302816,10
33949069,1644500617
256,1630874327
1092641631,1580526694
910218356,1639136105
902047950,21
1043005038,1393570522
1116227022,1553164894
902025765,320785382
1162280496,3079731
1142363257,1644647971
20,901383830
1156994356,91165869
75400398,9
2095953440,1644483560
1931864410,1644597645
29,1641958799
75482260,36
1156993347,1282563390
1134159840,10
1160848741,1837340576
75481861,20894405
1040564537,1644597639
1092630815,1644528157
1092608633,1258458999
681164,1580645014
1156954469,1638114564
1092675537,307054345
1092611791,1644482676
23,1891992830
1135566740,1638998474
1092359449,1314592906
1134159792,27
1092717810,1644084477
1152837921,40215571
626147542,1571367571
903967906,1567817991
12,1571389255
1912017783,1892219351
1094323763,1645117453
1163733159,1647101851
1152552036,1644500620
2082188200,1644605318
1134159331,39220638
1160848764,1573955985
1142310251,1575835771
1101500390,307567512
1101948908,1892230585
264974794,1645209706
1160846148,1644776737
1092357003,39219749
2095905227,924307423
1134166493,1639072373
902047962,13
1156971652,20949087
1159698100,1644477104
12,901383831
32547706,1644483588
1162280482,1571380144
878515037,1567823150
694357083,1638098988
385684,1645112966
1092637661,1644597677
1133367761,1644596458
1163734375,1661333221
1164269947,1637928317
1144416688,1644483584
1172664834,1583166144
394015,307059474
397917,1644843943
75423822,1644494569
1094323763,1644593161
1160871453,1968781010
1092588871,901383825
1092634478,1692273738
1160841611,1644476807
1102282195,1638424148
1093106318,20888497
1151144086,1644084481
74986637,33
1905326351,3085355
7245893,5
805224690,1896860051
909206864,978157423
694360666,1567817700
385615,1692273733
901905849,3079727
1096687257,1645427862
518,3376674
908753932,1692273733
393194,28
1093147386,1639071120
1092628421,307046593
882659216,1644593256
2093765856,1644847577
1092634719,1639131787
1093130171,1645112967
908958817,307054347
1042847569,1571390420
910222034,1377848907
1093147605,26307212
1142311488,1644597356
1794854979,1892591447
1151603296,1573952811
1096099081,25
1134106557,901383821
12,1644092201
1092359481,25900901
900747176,1246970082
1152551141,31
1001882201,1644083297
1144439799,1567817986
1092633277,1386092301
1891813321,22
1092355288,15
1092634482,1692273732
5836822,25
902047954,27
23,1644080123
2095897573,1644603698
1134159122,1287007285
1159755226,1637783810
17,1692387819
1092634494,1639071481
1092615928,900258304
1003007769,24
1092633900,21
1092634509,315701829
10,1391560893
1092631037,1644179676
1094045031,1897707490
1163730644,1639071185
908750251,26655861
1134159828,9
905511639,906922399
1092641661,1598211332
1851884815,33
7192587,23
1134176542,1924388672
902047966,19
1093173235,307048295
652834589,947765270
2137145025,1644596759
1092634486,1692273732
1134148475,1069596198
1078412167,1644597644
1116902712,180
74071513,1644568973
25823500,3079437
1092499557,3176464
684481266,1637373013
1092633957,1644626852
1156994389,1643801200
1092359460,26930548
694449941,307060340
1146725034,1644186016
469498,1644596461
1134155689,34
1172378965,1638297881
1160924234,1692387527
1093130171,1692311689
1157251414,1466123900
1092634482,1371713322
75505799,371022672
1142303096,1639068159
1134159346,383838357
901882921,1897707178
652835820,1644483444
1156994113,1644504969
905529805,1638098996
75760776,37
1905308934,1644185728
904334931,1644838484
1092538376,1636400816
1142328822,1639081464
1092634706,1644597236
75553849,1567814954
1016750440,974478155
1134161727,1644603658
1090786539,15
694360668,175
1913555261,19
1092581493,1639131783
1094045044,1631387528
1092355288,13
25805087,1569414595
1092651936,1644193277
902047966,16
1142310244,900868498
896524349,1644605397
1100596614,46
917150171,901383823
1092634494,1644866377
75482312,27
1142307110,1572182501
66109410,1377838307
1092634465,898468892
23,1891992791
1141797375,1567814711
10,1391560888
75482348,11
1092634488,901795746
75482344,13
75482304,29
1092355769,1647105009
901965641,1643804379
16,1639132130
1092634264,1639068173
908468052,1639076324
901984602,1595664696
17,1647050036
1092651693,1567308167
1092636880,1637983986
75482328,18
1093031128,1637372975
908731258,1639072376
1152555244,33
1092355268,20
693846515,1644619299
1092685579,26413774
1160845617,1644092233
1111295903,1639069864
1001620946,1644619309
1162278124,1567817985
1092732638,2152164
315542,1630874359
469548,2804955
895408260,47
1030254805,17
7192583,18
1144445720,23848314
75482320,23
1102007146,1571309308
1162280734,1296886981
19,1574322879
652817395,1645106882
1142252016,1644610290
805677391,1299704992
878262682,1892240995
12,1630874413
2096793053,1630874363
1092634488,1644690407
1092355779,1644597350
1117999571,1401581694
1160845674,35
1038274674,1697739599
2137421076,906913356
24,1639414974
896523909,1641970301
376833,1644597529
1162284191,3176465
904317509,1645113085
1092355779,1644597351
904276196,16
1160336092,1386089270
1094120473,1644597648
1134161523,1034
1885206251,27
902048086,8
1092650650,1644597371
785064267,14
1093147601,1287013197
1907595623,978460419
685038898,1644483560
1092578041,3176172
75760555,1644597648
7,1630358741
694357259,1612449835
2097306962,1644494858
1092642134,13
1102007149,1391556830
1118000860,19
1094045048,1889641269
1161144696,40
1088218381,10
1122743490,188736486
2095876624,307004030
2105268839,1639117797
1163681601,1425955203
1885206247,30
2095895198,1705585105
1094120499,1653707339
1092541597,1638998478
1092634703,1639918187
624713470,901376152
75482076,3083763
908753940,1626869544
908753941,1897766685
419885,1644282753
614336478,1676051792
1094120489,1644597639
1160788055,1644597644
2095902119,1892000469
36086276,9
1093148589,1644596459
902047998,35
1010317308,1647100925
75482340,9
1092633268,320664167
1885206279,6
685496520,1767807414
2137420009,182186678
66109379,1305657945
393234,28
1092651685,1644619419
75482324,16
1092651474,1583166444
1092641649,701823829
1092842872,1644500909
1088218373,8
2095902352,1644596459
1093147365,3176177
1118000884,5
1142385725,1644190079
1160849965,1167664003
1160924217,1639131787
1162284179,1644666236
475755899,1644593291
2095895786,16
902046996,1644597969
2095895193,1898739951
75482284,34
1092692742,1705499736
1092636845,1476385274
694562929,1648786246
1160871451,1647092659
1008502632,1644593322
1092430011,1644500619
1092651926,892382165
2096209218,1644186131
1134799485,1644597234
393226,30
902048002,36
1092675323,1630988116
1092633932,20
1162275239,14
1152497600,916129820
1158579481,1639125694
1160852439,1644410210
1092831199,1639071477
75482320,20
1891911714,1644169825
275,1392076512
1092635527,1892245646
904337648,6
32,901383828
1090505146,1641970410
2095898357,1647100623
903821530,17
1092609170,29
1102030330,10
1092732414,901554504
12,978163829
1092635532,1644110544
902048215,1639080277
902048018,30
694359651,1644596458
12,1571389239
694352886,20
903821810,19916302
75482296,32
1093147605,39228392
1163455671,1644500625
8,1896861569
1092559021,182593489
12,42792235
1094402240,1290584443
1092731288,1644185776
331886,1653591636
1160848767,1644087504
1083550395,3176177
1101500390,43305052
4382175,20882436
75482344,8
1142255152,1388086846
75482304,27
746498421,1692267682
929903362,1290069114
902047992,306539027
1155820964,1644838484
904331527,1969022152
2095911946,35
1160848314,1647214441
2097377753,26003028
419885,1066699
1151658185,1644090531
1156971671,1567689483
1092634487,70481
1162273345,1644605282
15,1692274029
910219351,383826246
383391757,12
1101948895,1642043121
902047990,30
1092338328,978171033
694352053,26003032
1092632031,1298738855
908750483,26655786
904327581,1391560007
1092635523,1003
1160852439,1612262512
19,1638098990
1092634511,1645113008
29066431,1644500615
1092627662,1644489790
1008594848,1653603699
1142289377,1644535906
75482336,28
546025864,1655297484
33939789,1644483854
1550,1154933738
16,901383860
1092692738,1390934229
393290,13
1092611796,1638106666
1092562701,20884582
903821542,24
1091842900,1476555667
1092634254,1415545547
903198902,1644597642
554981968,1892235248
19,1692274029
9,1574402209
902047998,31
1142289599,901382501
1163656755,1644838476
11,1644597536
694352271,1391561216
10868625,1567739199
74071513,306510351
2095895199,1290996361
1146726074,1493679798
1098470953,1644188760
5835822,1631281956
1151463004,1905972335
75553853,259386009
1092611801,1891722697
1160848989,1691994895
1142310253,1647100328
1092650666,1644597350
1911939158,1645226314
624713631,25901786
904317201,11
1151203546,1969021245
22,1888945305
1092636889,1567817993
1160846383,1567839650
902047998,33
1092634938,906855746
1093023997,1644500606
1142106601,1644597372
708062984,1644597357
22,1637100445
1092641661,1568333318
1142106605,1644597371
1092634488,1391053666
988550443,383833971
692947934,21
750776921,307054352
33757,1644619591
1152556074,307168137
1134159551,1571485986
1030254528,1689768181
394036,1386034726
1093146330,1660731543
1102007119,1639071194
615127859,1692259754
75482068,26414954
1163792861,1571381484
1885205995,1621775299
910219576,1644597644
908754161,1644500625
1094045033,1630875250
1092611796,977655830
1113420108,1645091318
1162279471,26654573
259260791,88662872
1092692721,1693070214
1092634503,1645113020
1092359449,1573308832
1142313943,1644460043
2138830584,1644597610
1094323540,3079407
8,1573955541
1003022814,1644586040
1094030975,26300868
393282,21
15,1290075164
1173114933,1644164071
1162280520,1644838480
1093986798,1571902687
1036138175,259619091
1163735411,1644838187
1092642150,26
75482324,29
5813924,1689656965
1092355781,1290899343
21,1595675864
1162280508,1644838483
1165614368,1595161552
1004158926,12
904334940,70183
694359672,904011053
